observation_date,10Y_3MTreasury,real_personal income,real_personal_income_chg,industrial_Prod,industrial_Prod_chg,real_manu,real_manu_chg,non_farm,non_farm_chg
2015-04-01,1.91000000,12543.40000000,0.00281415,101.22850000,-0.00568916,1395091.00000000,0.00756673,141194.00000000,0.00201547
2015-05-01,2.18000000,12569.50000000,0.00208078,100.75360000,-0.00469137,1381123.00000000,-0.01001225,141525.00000000,0.00234429
2015-06-01,2.35000000,12576.70000000,0.00057282,100.45290000,-0.00298451,1383784.00000000,0.00192669,141699.00000000,0.00122946
2015-07-01,2.29000000,12599.40000000,0.00180492,101.11000000,0.00654137,1386840.00000000,0.00220844,142001.00000000,0.00213128
2015-08-01,2.10000000,12627.10000000,0.00219852,100.88020000,-0.00227277,1388664.00000000,0.00131522,142126.00000000,0.00088028
2015-09-01,2.15000000,12663.00000000,0.00284309,100.60800000,-0.00269825,1403145.00000000,0.01042801,142281.00000000,0.00109058
2015-10-01,2.05000000,12700.50000000,0.00296138,100.15100000,-0.00454238,1399866.00000000,-0.00233689,142587.00000000,0.00215067
2015-11-01,2.14000000,12694.10000000,-0.00050392,99.38170000,-0.00768140,1396940.00000000,-0.00209020,142824.00000000,0.00166214
2015-12-01,2.01000000,12743.10000000,0.00386006,98.85720000,-0.00527763,1394894.00000000,-0.00146463,143097.00000000,0.00191144
2016-01-01,1.83000000,12751.10000000,0.00062779,99.40860000,0.00557774,1395837.00000000,0.00067604,143205.00000000,0.00075473
2016-02-01,1.47000000,12745.90000000,-0.00040781,98.89460000,-0.00517058,1407109.00000000,0.00807544,143417.00000000,0.00148040
2016-03-01,1.59000000,12745.10000000,-0.00006277,98.13850000,-0.00764551,1407621.00000000,0.00036387,143654.00000000,0.00165252
2016-04-01,1.58000000,12725.50000000,-0.00153785,98.43640000,0.00303551,1405968.00000000,-0.00117432,143851.00000000,0.00137135
2016-05-01,1.53000000,12719.20000000,-0.00049507,98.20960000,-0.00230403,1398587.00000000,-0.00524976,143892.00000000,0.00028502
2016-06-01,1.37000000,12735.50000000,0.00128153,98.67660000,0.00475514,1406826.00000000,0.00589095,144150.00000000,0.00179301
2016-07-01,1.20000000,12787.70000000,0.00409878,98.83710000,0.00162653,1405222.00000000,-0.00114016,144521.00000000,0.00257371
2016-08-01,1.26000000,12793.70000000,0.00046920,98.73020000,-0.00108158,1416348.00000000,0.00791761,144664.00000000,0.00098948
2016-09-01,1.34000000,12830.40000000,0.00286860,98.62870000,-0.00102805,1417950.00000000,0.00113108,144953.00000000,0.00199773
2016-10-01,1.43000000,12841.00000000,0.00082616,98.71260000,0.00085067,1420099.00000000,0.00151557,145071.00000000,0.00081406
2016-11-01,1.69000000,12881.20000000,0.00313060,98.30040000,-0.00417576,1420567.00000000,0.00032955,145201.00000000,0.00089611
2016-12-01,1.98000000,12917.30000000,0.00280253,98.90630000,0.00616376,1437758.00000000,0.01210151,145415.00000000,0.00147382
2017-01-01,1.91000000,12961.80000000,0.00344499,98.73490000,-0.00173295,1441368.00000000,0.00251085,145628.00000000,0.00146477
2017-02-01,1.89000000,13002.50000000,0.00314000,98.41780000,-0.00321163,1439259.00000000,-0.00146319,145818.00000000,0.00130469
2017-03-01,1.73000000,13053.80000000,0.00394540,99.07260000,0.00665327,1435889.00000000,-0.00234148,145960.00000000,0.00097382
2017-04-01,1.49000000,13084.50000000,0.00235181,100.05450000,0.00991091,1430985.00000000,-0.00341531,146165.00000000,0.00140449
2017-05-01,1.40000000,13174.40000000,0.00687072,100.13900000,0.00084454,1436722.00000000,0.00400913,146388.00000000,0.00152567
2017-06-01,1.19000000,13179.20000000,0.00036434,100.31480000,0.00175556,1441372.00000000,0.00323653,146585.00000000,0.00134574
2017-07-01,1.23000000,13220.10000000,0.00310338,100.14180000,-0.00172457,1447234.00000000,0.00406696,146768.00000000,0.00124842
2017-08-01,1.18000000,13232.10000000,0.00090771,99.68780000,-0.00453357,1455350.00000000,0.00560794,146913.00000000,0.00098795
2017-09-01,1.16000000,13265.00000000,0.00248638,99.78290000,0.00095398,1462620.00000000,0.00499536,147012.00000000,0.00067387
2017-10-01,1.27000000,13309.00000000,0.00331700,101.04010000,0.01259935,1470547.00000000,0.00541973,147153.00000000,0.00095911
2017-11-01,1.10000000,13360.30000000,0.00385453,101.22600000,0.00183986,1481745.00000000,0.00761485,147353.00000000,0.00135913
2017-12-01,1.06000000,13387.60000000,0.00204337,101.38780000,0.00159840,1492183.00000000,0.00704440,147529.00000000,0.00119441
2018-01-01,1.15000000,13379.40000000,-0.00061251,101.34500000,-0.00042214,1472617.00000000,-0.01311233,147662.00000000,0.00090152
2018-02-01,1.27000000,13397.40000000,0.00134535,101.70680000,0.00356998,1479553.00000000,0.00470998,148064.00000000,0.00272243
2018-03-01,1.12000000,13423.20000000,0.00192575,102.27850000,0.00562106,1476040.00000000,-0.00237437,148289.00000000,0.00151961
2018-04-01,1.08000000,13443.20000000,0.00148996,103.43400000,0.01129758,1475240.00000000,-0.00054199,148468.00000000,0.00120710
2018-05-01,1.08000000,13478.90000000,0.00265562,102.47350000,-0.00928611,1485326.00000000,0.00683685,148801.00000000,0.00224291
2018-06-01,0.98000000,13532.40000000,0.00396917,103.25080000,0.00758538,1480149.00000000,-0.00348543,148984.00000000,0.00122983
2018-07-01,0.89000000,13605.10000000,0.00537229,103.45880000,0.00201451,1484336.00000000,0.00282877,149050.00000000,0.00044300
2018-08-01,0.82000000,13663.30000000,0.00427781,104.18020000,0.00697282,1490918.00000000,0.00443431,149269.00000000,0.00146931
2018-09-01,0.84000000,13663.70000000,0.00002928,104.16650000,-0.00013150,1490712.00000000,-0.00013817,149326.00000000,0.00038186
2018-10-01,0.86000000,13690.10000000,0.00193213,104.04760000,-0.00114144,1487127.00000000,-0.00240489,149471.00000000,0.00097103
2018-11-01,0.74000000,13736.20000000,0.00336740,103.96030000,-0.00083904,1490145.00000000,0.00202942,149573.00000000,0.00068241
2018-12-01,0.42000000,13919.20000000,0.01332246,103.86900000,-0.00087822,1489463.00000000,-0.00045767,149821.00000000,0.00165805
2019-01-01,0.29000000,13911.20000000,-0.00057475,103.26840000,-0.00578228,1494210.00000000,0.00318705,150100.00000000,0.00186222
2019-02-01,0.24000000,13967.10000000,0.00401834,102.81570000,-0.00438372,1496260.00000000,0.00137196,150124.00000000,0.00015989
2019-03-01,0.12000000,13994.10000000,0.00193311,102.90000000,0.00081991,1493353.00000000,-0.00194284,150348.00000000,0.00149210
2019-04-01,0.10000000,13978.80000000,-0.00109332,102.38260000,-0.00502818,1478340.00000000,-0.01005322,150636.00000000,0.00191556
2019-05-01,-0.01000000,13982.30000000,0.00025038,102.57560000,0.00188509,1485481.00000000,0.00483042,150713.00000000,0.00051117
2019-06-01,-0.15000000,13997.80000000,0.00110854,102.59280000,0.00016768,1493211.00000000,0.00520370,150843.00000000,0.00086257
2019-07-01,-0.09000000,14002.80000000,0.00035720,102.20120000,-0.00381703,1494399.00000000,0.00079560,150921.00000000,0.00051709
2019-08-01,-0.36000000,14081.30000000,0.00560602,102.90860000,0.00692164,1500336.00000000,0.00397283,151081.00000000,0.00106016
2019-09-01,-0.24000000,14115.00000000,0.00239324,102.57900000,-0.00320284,1496673.00000000,-0.00244145,151244.00000000,0.00107889
2019-10-01,0.03000000,14140.60000000,0.00181367,101.77750000,-0.00781349,1483091.00000000,-0.00907479,151337.00000000,0.00061490
2019-11-01,0.24000000,14218.20000000,0.00548774,102.09790000,0.00314804,1489085.00000000,0.00404156,151589.00000000,0.00166516
2019-12-01,0.30000000,14175.30000000,-0.00301726,101.76320000,-0.00327823,1485467.00000000,-0.00242968,151789.00000000,0.00131936
2020-01-01,0.21000000,14312.20000000,0.00965764,101.30300000,-0.00452226,1478709.00000000,-0.00454941,152128.00000000,0.00223336
2020-02-01,-0.04000000,14415.40000000,0.00721063,101.70380000,0.00395645,1488825.00000000,0.00684110,152504.00000000,0.00247160
2020-03-01,0.57000000,14058.30000000,-0.02477212,97.87460000,-0.03765051,1428936.00000000,-0.04022568,151006.00000000,-0.00982269
2020-04-01,0.52000000,13240.10000000,-0.05820049,84.95900000,-0.13196069,1256135.00000000,-0.12092984,130513.00000000,-0.13570984
2020-05-01,0.55000000,13517.40000000,0.02094395,86.33450000,0.01619016,1357116.00000000,0.08039024,133155.00000000,0.02024319
2020-06-01,0.57000000,13785.70000000,0.01984849,91.75230000,0.06275359,1465484.00000000,0.07985169,137660.00000000,0.03383275
2020-07-01,0.50000000,13907.80000000,0.00885700,95.24390000,0.03805463,1504500.00000000,0.02662329,139048.00000000,0.01008281
2020-08-01,0.55000000,14041.60000000,0.00962050,96.11730000,0.00917014,1509447.00000000,0.00328814,140713.00000000,0.01197428
2020-09-01,0.57000000,14171.70000000,0.00926533,96.07110000,-0.00048066,1518387.00000000,0.00592270,141632.00000000,0.00653102
2020-10-01,0.69000000,14366.30000000,0.01373159,96.82500000,0.00784731,1526985.00000000,0.00566259,142279.00000000,0.00456818
2020-11-01,0.78000000,14324.80000000,-0.00288870,97.11830000,0.00302918,1523747.00000000,-0.00212052,142612.00000000,0.00234047
2020-12-01,0.85000000,14314.60000000,-0.00071205,98.13800000,0.01049957,1529685.00000000,0.00389697,142497.00000000,-0.00080638
2021-01-01,1.00000000,14204.90000000,-0.00766350,99.26450000,0.01147873,1567734.00000000,0.02487375,143017.00000000,0.00364920
2021-02-01,1.22000000,14187.10000000,-0.00125309,96.22310000,-0.03063935,1523644.00000000,-0.02812339,143727.00000000,0.00496444
2021-03-01,1.58000000,14270.10000000,0.00585039,98.86210000,0.02742585,1579651.00000000,0.03675859,144431.00000000,0.00489818
2021-04-01,1.61000000,14358.20000000,0.00617375,99.02460000,0.00164370,1571789.00000000,-0.00497705,144694.00000000,0.00182094
2021-05-01,1.60000000,14410.40000000,0.00363555,99.77850000,0.00761326,1545700.00000000,-0.01659828,145141.00000000,0.00308928
2021-06-01,1.48000000,14436.80000000,0.00183201,100.19230000,0.00414719,1550862.00000000,0.00333959,145698.00000000,0.00383765
2021-07-01,1.27000000,14482.60000000,0.00317245,100.87240000,0.00678795,1556129.00000000,0.00339618,146387.00000000,0.00472896
2021-08-01,1.23000000,14476.10000000,-0.00044881,100.83700000,-0.00035094,1550314.00000000,-0.00373684,146904.00000000,0.00353173
2021-09-01,1.33000000,14516.50000000,0.00279081,99.84980000,-0.00979006,1557826.00000000,0.00484547,147328.00000000,0.00288624
2021-10-01,1.53000000,14588.70000000,0.00497365,101.36020000,0.01512672,1561812.00000000,0.00255869,148005.00000000,0.00459519
2021-11-01,1.51000000,14599.90000000,0.00076772,101.96100000,0.00592738,1564342.00000000,0.00161991,148652.00000000,0.00437147
2021-12-01,1.41000000,14579.50000000,-0.00139727,101.75870000,-0.00198409,1557340.00000000,-0.00447600,149240.00000000,0.00395555
2022-01-01,1.62000000,14515.00000000,-0.00442402,102.14600000,0.00380606,1585920.00000000,0.01835181,149744.00000000,0.00337711
2022-02-01,1.62000000,14526.80000000,0.00081295,102.89870000,0.00736886,1572587.00000000,-0.00840711,150458.00000000,0.00476814
2022-03-01,1.68000000,14481.60000000,-0.00311149,103.57170000,0.00654041,1554031.00000000,-0.01179967,150856.00000000,0.00264526
2022-04-01,1.98000000,14505.40000000,0.00164346,104.27090000,0.00675088,1551827.00000000,-0.00141825,151224.00000000,0.00243941
2022-05-01,1.91000000,14514.60000000,0.00063425,104.16460000,-0.00101946,1541414.00000000,-0.00671016,151610.00000000,0.00255250
2022-06-01,1.60000000,14457.80000000,-0.00391330,104.07720000,-0.00083906,1536205.00000000,-0.00337936,151903.00000000,0.00193259
2022-07-01,0.60000000,14557.70000000,0.00690976,104.75770000,0.00653842,1545055.00000000,0.00576095,152440.00000000,0.00353515
2022-08-01,0.18000000,14583.20000000,0.00175165,104.65440000,-0.00098609,1570466.00000000,0.01644666,152732.00000000,0.00191551
